1662123058.876693 server started (36234): version 3.3a, socket /private/tmp/tmux-501/default, protocol 8
1662123058.876732 on Darwin 21.2.0 Darwin Kernel Version 21.2.0: Sun Nov 28 20:28:41 PST 2021; root:xnu-8019.61.5~1/RELEASE_ARM64_T6000
1662123058.876743 using libevent 2.1.12-stable (select); utf8proc 2.7.0; ncurses 6.3
1662123058.876791 input_key_build: 0x10e003 (PasteStart) is \033[200~
1662123058.876797 input_key_build: 0x10e004 (PasteEnd) is \033[201~
1662123058.876804 input_key_build: 0x10e195 (F1) is \033OP
1662123058.876810 input_key_build: 0x10e196 (F2) is \033OQ
1662123058.876815 input_key_build: 0x10e197 (F3) is \033OR
1662123058.876820 input_key_build: 0x10e198 (F4) is \033OS
1662123058.876825 input_key_build: 0x10e199 (F5) is \033[15~
1662123058.876829 input_key_build: 0x10e19a (F6) is \033[17~
1662123058.876834 input_key_build: 0x10e19b (F7) is \033[18~
1662123058.876839 input_key_build: 0x10e19c (F8) is \033[19~
1662123058.876844 input_key_build: 0x10e19d (F9) is \033[20~
1662123058.876848 input_key_build: 0x10e19e (F10) is \033[21~
1662123058.876853 input_key_build: 0x10e19f (F11) is \033[23~
1662123058.876858 input_key_build: 0x10e1a0 (F12) is \033[24~
1662123058.876862 input_key_build: 0x10e1a1 (IC) is \033[2~
1662123058.876867 input_key_build: 0x10e1a2 (DC) is \033[3~
1662123058.876872 input_key_build: 0x10e1a3 (Home) is \033[1~
1662123058.876876 input_key_build: 0x10e1a4 (End) is \033[4~
1662123058.876881 input_key_build: 0x10e1a5 (NPage) is \033[6~
1662123058.876886 input_key_build: 0x10e1a6 (PPage) is \033[5~
1662123058.876891 input_key_build: 0x10e1a7 (BTab) is \033[Z
1662123058.876895 input_key_build: 0x10e1a8 (Up) is \033[A
1662123058.876900 input_key_build: 0x10e1a9 (Down) is \033[B
1662123058.876904 input_key_build: 0x10e1aa (Left) is \033[D
1662123058.876909 input_key_build: 0x10e1ab (Right) is \033[C
1662123058.876914 input_key_build: 0x10e1ac (KP/) is /
1662123058.876918 input_key_build: 0x10e1ad (KP*) is *
1662123058.876923 input_key_build: 0x10e1ae (KP-) is -
1662123058.876927 input_key_build: 0x10e1af (KP7) is 7
1662123058.876932 input_key_build: 0x10e1b0 (KP8) is 8
1662123058.876937 input_key_build: 0x10e1b1 (KP9) is 9
1662123058.876941 input_key_build: 0x10e1b2 (KP+) is +
1662123058.876946 input_key_build: 0x10e1b3 (KP4) is 4
1662123058.876950 input_key_build: 0x10e1b4 (KP5) is 5
1662123058.876955 input_key_build: 0x10e1b5 (KP6) is 6
1662123058.876959 input_key_build: 0x10e1b6 (KP1) is 1
1662123058.876964 input_key_build: 0x10e1b7 (KP2) is 2
1662123058.876968 input_key_build: 0x10e1b8 (KP3) is 3
1662123058.876973 input_key_build: 0x10e1b9 (KPEnter) is \n
1662123058.876978 input_key_build: 0x10e1ba (KP0) is 0
1662123058.876982 input_key_build: 0x10e1bb (KP.) is .
1662123058.876987 input_key_build: 0x20000010e195 (C-F1) is \033[1;5P
1662123058.876992 input_key_build: 0x20000010e196 (C-F2) is \033[1;5Q
1662123058.876997 input_key_build: 0x20000010e197 (C-F3) is \033[1;5R
1662123058.877001 input_key_build: 0x20000010e198 (C-F4) is \033[1;5S
1662123058.877006 input_key_build: 0x20000010e199 (C-F5) is \033[15;5~
1662123058.877010 input_key_build: 0x20000010e19a (C-F6) is \033[17;5~
1662123058.877015 input_key_build: 0x20000010e19b (C-F7) is \033[18;5~
1662123058.877020 input_key_build: 0x20000010e19c (C-F8) is \033[19;5~
1662123058.877024 input_key_build: 0x20000010e19d (C-F9) is \033[20;5~
1662123058.877029 input_key_build: 0x20000010e19e (C-F10) is \033[21;5~
1662123058.877033 input_key_build: 0x20000010e19f (C-F11) is \033[23;5~
1662123058.877038 input_key_build: 0x20000010e1a0 (C-F12) is \033[24;5~
1662123058.877043 input_key_build: 0x20000010e1a1 (C-IC) is \033[2;5~
1662123058.877048 input_key_build: 0x20000010e1a2 (C-DC) is \033[3;5~
1662123058.877052 input_key_build: 0x20000010e1a3 (C-Home) is \033[1;5H
1662123058.877057 input_key_build: 0x20000010e1a4 (C-End) is \033[1;5F
1662123058.877062 input_key_build: 0x20000010e1a5 (C-NPage) is \033[6;5~
1662123058.877066 input_key_build: 0x20000010e1a6 (C-PPage) is \033[5;5~
1662123058.877071 input_key_build: 0x20000010e1a8 (C-Up) is \033[1;5A
1662123058.877091 input_key_build: 0x20000010e1a9 (C-Down) is \033[1;5B
1662123058.877094 input_key_build: 0x20000010e1aa (C-Left) is \033[1;5D
1662123058.877098 input_key_build: 0x20000010e1ab (C-Right) is \033[1;5C
1662123058.877101 input_key_build: 0x40000010e195 (S-F1) is \033[1;2P
1662123058.877104 input_key_build: 0x40000010e196 (S-F2) is \033[1;2Q
1662123058.877107 input_key_build: 0x40000010e197 (S-F3) is \033[1;2R
1662123058.877109 input_key_build: 0x40000010e198 (S-F4) is \033[1;2S
1662123058.877112 input_key_build: 0x40000010e199 (S-F5) is \033[15;2~
1662123058.877115 input_key_build: 0x40000010e19a (S-F6) is \033[17;2~
1662123058.877118 input_key_build: 0x40000010e19b (S-F7) is \033[18;2~
1662123058.877121 input_key_build: 0x40000010e19c (S-F8) is \033[19;2~
1662123058.877124 input_key_build: 0x40000010e19d (S-F9) is \033[20;2~
1662123058.877127 input_key_build: 0x40000010e19e (S-F10) is \033[21;2~
1662123058.877130 input_key_build: 0x40000010e19f (S-F11) is \033[23;2~
1662123058.877133 input_key_build: 0x40000010e1a0 (S-F12) is \033[24;2~
1662123058.877135 input_key_build: 0x40000010e1a1 (S-IC) is \033[2;2~
1662123058.877138 input_key_build: 0x40000010e1a2 (S-DC) is \033[3;2~
1662123058.877141 input_key_build: 0x40000010e1a3 (S-Home) is \033[1;2H
1662123058.877144 input_key_build: 0x40000010e1a4 (S-End) is \033[1;2F
1662123058.877147 input_key_build: 0x40000010e1a5 (S-NPage) is \033[6;2~
1662123058.877150 input_key_build: 0x40000010e1a6 (S-PPage) is \033[5;2~
1662123058.877153 input_key_build: 0x40000010e1a8 (S-Up) is \033[1;2A
1662123058.877156 input_key_build: 0x40000010e1a9 (S-Down) is \033[1;2B
1662123058.877159 input_key_build: 0x40000010e1aa (S-Left) is \033[1;2D
1662123058.877162 input_key_build: 0x40000010e1ab (S-Right) is \033[1;2C
1662123058.877165 input_key_build: 0x60000010e195 (C-S-F1) is \033[1;6P
1662123058.877168 input_key_build: 0x60000010e196 (C-S-F2) is \033[1;6Q
1662123058.877171 input_key_build: 0x60000010e197 (C-S-F3) is \033[1;6R
1662123058.877174 input_key_build: 0x60000010e198 (C-S-F4) is \033[1;6S
1662123058.877177 input_key_build: 0x60000010e199 (C-S-F5) is \033[15;6~
1662123058.877180 input_key_build: 0x60000010e19a (C-S-F6) is \033[17;6~
1662123058.877183 input_key_build: 0x60000010e19b (C-S-F7) is \033[18;6~
1662123058.877186 input_key_build: 0x60000010e19c (C-S-F8) is \033[19;6~
1662123058.877188 input_key_build: 0x60000010e19d (C-S-F9) is \033[20;6~
1662123058.877191 input_key_build: 0x60000010e19e (C-S-F10) is \033[21;6~
1662123058.877194 input_key_build: 0x60000010e19f (C-S-F11) is \033[23;6~
1662123058.877197 input_key_build: 0x60000010e1a0 (C-S-F12) is \033[24;6~
1662123058.877200 input_key_build: 0x60000010e1a1 (C-S-IC) is \033[2;6~
1662123058.877203 input_key_build: 0x60000010e1a2 (C-S-DC) is \033[3;6~
1662123058.877206 input_key_build: 0x60000010e1a3 (C-S-Home) is \033[1;6H
1662123058.877209 input_key_build: 0x60000010e1a4 (C-S-End) is \033[1;6F
1662123058.877212 input_key_build: 0x60000010e1a5 (C-S-NPage) is \033[6;6~
1662123058.877215 input_key_build: 0x60000010e1a6 (C-S-PPage) is \033[5;6~
1662123058.877218 input_key_build: 0x60000010e1a8 (C-S-Up) is \033[1;6A
1662123058.877221 input_key_build: 0x60000010e1a9 (C-S-Down) is \033[1;6B
1662123058.877224 input_key_build: 0x60000010e1aa (C-S-Left) is \033[1;6D
1662123058.877227 input_key_build: 0x60000010e1ab (C-S-Right) is \033[1;6C
1662123058.877230 input_key_build: 0x200000010e1ac (KP/[K]) is \033Oo
1662123058.877233 input_key_build: 0x200000010e1ad (KP*[K]) is \033Oj
1662123058.877236 input_key_build: 0x200000010e1ae (KP-[K]) is \033Om
1662123058.877239 input_key_build: 0x200000010e1af (KP7[K]) is \033Ow
1662123058.877242 input_key_build: 0x200000010e1b0 (KP8[K]) is \033Ox
1662123058.877245 input_key_build: 0x200000010e1b1 (KP9[K]) is \033Oy
1662123058.877248 input_key_build: 0x200000010e1b2 (KP+[K]) is \033Ok
1662123058.877251 input_key_build: 0x200000010e1b3 (KP4[K]) is \033Ot
1662123058.877253 input_key_build: 0x200000010e1b4 (KP5[K]) is \033Ou
1662123058.877256 input_key_build: 0x200000010e1b5 (KP6[K]) is \033Ov
1662123058.877266 input_key_build: 0x200000010e1b6 (KP1[K]) is \033Oq
1662123058.877269 input_key_build: 0x200000010e1b7 (KP2[K]) is \033Or
1662123058.877272 input_key_build: 0x200000010e1b8 (KP3[K]) is \033Os
1662123058.877275 input_key_build: 0x200000010e1b9 (KPEnter[K]) is \033OM
1662123058.877278 input_key_build: 0x200000010e1ba (KP0[K]) is \033Op
1662123058.877281 input_key_build: 0x200000010e1bb (KP.[K]) is \033On
1662123058.877284 input_key_build: 0x400000010e1a8 (Up[C]) is \033OA
1662123058.877287 input_key_build: 0x400000010e1a9 (Down[C]) is \033OB
1662123058.877290 input_key_build: 0x400000010e1aa (Left[C]) is \033OD
1662123058.877293 input_key_build: 0x400000010e1ab (Right[C]) is \033OC
1662123058.877296 input_key_build: 0x810000010e195 (M-F1[I]) is \033[1;3P
1662123058.877299 input_key_build: 0x810000010e196 (M-F2[I]) is \033[1;3Q
1662123058.877302 input_key_build: 0x810000010e197 (M-F3[I]) is \033[1;3R
1662123058.877305 input_key_build: 0x810000010e198 (M-F4[I]) is \033[1;3S
1662123058.877307 input_key_build: 0x810000010e199 (M-F5[I]) is \033[15;3~
1662123058.877310 input_key_build: 0x810000010e19a (M-F6[I]) is \033[17;3~
1662123058.877313 input_key_build: 0x810000010e19b (M-F7[I]) is \033[18;3~
1662123058.877316 input_key_build: 0x810000010e19c (M-F8[I]) is \033[19;3~
1662123058.877319 input_key_build: 0x810000010e19d (M-F9[I]) is \033[20;3~
1662123058.877322 input_key_build: 0x810000010e19e (M-F10[I]) is \033[21;3~
1662123058.877325 input_key_build: 0x810000010e19f (M-F11[I]) is \033[23;3~
1662123058.877329 input_key_build: 0x810000010e1a0 (M-F12[I]) is \033[24;3~
1662123058.877332 input_key_build: 0x810000010e1a1 (M-IC[I]) is \033[2;3~
1662123058.877335 input_key_build: 0x810000010e1a2 (M-DC[I]) is \033[3;3~
1662123058.877338 input_key_build: 0x810000010e1a3 (M-Home[I]) is \033[1;3H
1662123058.877341 input_key_build: 0x810000010e1a4 (M-End[I]) is \033[1;3F
1662123058.877344 input_key_build: 0x810000010e1a5 (M-NPage[I]) is \033[6;3~
1662123058.877347 input_key_build: 0x810000010e1a6 (M-PPage[I]) is \033[5;3~
1662123058.877350 input_key_build: 0x810000010e1a8 (M-Up[I]) is \033[1;3A
1662123058.877352 input_key_build: 0x810000010e1a9 (M-Down[I]) is \033[1;3B
1662123058.877355 input_key_build: 0x810000010e1aa (M-Left[I]) is \033[1;3D
1662123058.877358 input_key_build: 0x810000010e1ab (M-Right[I]) is \033[1;3C
1662123058.877361 input_key_build: 0x830000010e195 (C-M-F1[I]) is \033[1;7P
1662123058.877364 input_key_build: 0x830000010e196 (C-M-F2[I]) is \033[1;7Q
1662123058.877367 input_key_build: 0x830000010e197 (C-M-F3[I]) is \033[1;7R
1662123058.877370 input_key_build: 0x830000010e198 (C-M-F4[I]) is \033[1;7S
1662123058.877373 input_key_build: 0x830000010e199 (C-M-F5[I]) is \033[15;7~
1662123058.877376 input_key_build: 0x830000010e19a (C-M-F6[I]) is \033[17;7~
1662123058.877379 input_key_build: 0x830000010e19b (C-M-F7[I]) is \033[18;7~
1662123058.877382 input_key_build: 0x830000010e19c (C-M-F8[I]) is \033[19;7~
1662123058.877385 input_key_build: 0x830000010e19d (C-M-F9[I]) is \033[20;7~
1662123058.877388 input_key_build: 0x830000010e19e (C-M-F10[I]) is \033[21;7~
1662123058.877391 input_key_build: 0x830000010e19f (C-M-F11[I]) is \033[23;7~
1662123058.877394 input_key_build: 0x830000010e1a0 (C-M-F12[I]) is \033[24;7~
1662123058.877396 input_key_build: 0x830000010e1a1 (C-M-IC[I]) is \033[2;7~
1662123058.877399 input_key_build: 0x830000010e1a2 (C-M-DC[I]) is \033[3;7~
1662123058.877402 input_key_build: 0x830000010e1a3 (C-M-Home[I]) is \033[1;7H
1662123058.877405 input_key_build: 0x830000010e1a4 (C-M-End[I]) is \033[1;7F
1662123058.877408 input_key_build: 0x830000010e1a5 (C-M-NPage[I]) is \033[6;7~
1662123058.877411 input_key_build: 0x830000010e1a6 (C-M-PPage[I]) is \033[5;7~
1662123058.877414 input_key_build: 0x830000010e1a8 (C-M-Up[I]) is \033[1;7A
